Graph,Implementation,Modularity,Communities
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44018103109012197,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.397436,4
Karate Club,BGL vecS/vecS,0.434521,3
Karate Club,BGL listS/vecS,0.434521,3
Karate Club,BGL setS/vecS,0.434521,3
Karate Club,BGL adj_matrix,0.434521,3
Karate Club,NetworkX,0.42662243960945256,4
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.426622,4
Karate Club,BGL listS/vecS,0.426622,4
Karate Club,BGL setS/vecS,0.426622,4
Karate Club,BGL adj_matrix,0.426622,4
Karate Club,NetworkX,0.4276718952043627,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.426622,4
Karate Club,BGL listS/vecS,0.426622,4
Karate Club,BGL setS/vecS,0.426622,4
Karate Club,BGL adj_matrix,0.426622,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4276718952043627,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.434521,3
Karate Club,BGL listS/vecS,0.434521,3
Karate Club,BGL setS/vecS,0.434521,3
Karate Club,BGL adj_matrix,0.434521,3
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.397436,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.440181,4
Karate Club,BGL listS/vecS,0.440181,4
Karate Club,BGL setS/vecS,0.440181,4
Karate Club,BGL adj_matrix,0.440181,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.396861,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.395217,4
Karate Club,BGL vecS/vecS,0.426622,4
Karate Club,BGL listS/vecS,0.426622,4
Karate Club,BGL setS/vecS,0.426622,4
Karate Club,BGL adj_matrix,0.426622,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.39743589743589747,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.440181,4
Karate Club,BGL listS/vecS,0.440181,4
Karate Club,BGL setS/vecS,0.440181,4
Karate Club,BGL adj_matrix,0.440181,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.434521,3
Karate Club,BGL listS/vecS,0.434521,3
Karate Club,BGL setS/vecS,0.434521,3
Karate Club,BGL adj_matrix,0.434521,3
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.440181,4
Karate Club,BGL listS/vecS,0.440181,4
Karate Club,BGL setS/vecS,0.440181,4
Karate Club,BGL adj_matrix,0.440181,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.42662243960945256,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4175521448248721,3
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.426622,4
Karate Club,BGL listS/vecS,0.426622,4
Karate Club,BGL setS/vecS,0.426622,4
Karate Club,BGL adj_matrix,0.426622,4
Karate Club,NetworkX,0.44018103109012197,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44018103109012197,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4276718952043627,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.426622,4
Karate Club,BGL listS/vecS,0.426622,4
Karate Club,BGL setS/vecS,0.426622,4
Karate Club,BGL adj_matrix,0.426622,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.39488823142669305,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.42662243960945256,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.417552,3
Karate Club,BGL listS/vecS,0.417552,3
Karate Club,BGL setS/vecS,0.417552,3
Karate Club,BGL adj_matrix,0.417552,3
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.42662243960945256,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.392012,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4276718952043627,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.418803,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.41559829059829057,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.427672,4
Karate Club,BGL listS/vecS,0.427672,4
Karate Club,BGL setS/vecS,0.427672,4
Karate Club,BGL adj_matrix,0.427672,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.392012,4
Karate Club,BGL vecS/vecS,0.434521,3
Karate Club,BGL listS/vecS,0.434521,3
Karate Club,BGL setS/vecS,0.434521,3
Karate Club,BGL adj_matrix,0.434521,3
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.443854,4
Karate Club,BGL listS/vecS,0.443854,4
Karate Club,BGL setS/vecS,0.443854,4
Karate Club,BGL adj_matrix,0.443854,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.4151051939513479,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415598,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4345214669889994,3
Karate Club,igraph,0.39809335963182124,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.4438541256723075,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.434521,3
Karate Club,BGL listS/vecS,0.434521,3
Karate Club,BGL setS/vecS,0.434521,3
Karate Club,BGL adj_matrix,0.434521,3
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.39521696252465477,4
Karate Club,genlouvain,0.41979,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41978961209730437,4
Karate Club,genlouvain,0.415105,4
Karate Club,BGL vecS/vecS,0.444904,4
Karate Club,BGL listS/vecS,0.444904,4
Karate Club,BGL setS/vecS,0.444904,4
Karate Club,BGL adj_matrix,0.444904,4
Karate Club,NetworkX,0.44490358126721763,4
Karate Club,igraph,0.41880341880341876,4
Karate Club,genlouvain,0.415105,4
